"brand","store","week","sales_","count","price_","prom_","cost_","brand_name","size","avoutprice"
10,56,1,8,13933,1.82,0,0.91,"Store Brand 50",50,0.0014584
10,56,10,2,15205,1.69,0,0.89,"Store Brand 50",50,0.0005249
10,56,11,8,14008,1.69,0,0.88,"Store Brand 50",50,0.0001754
10,56,12,14,14408,1.69,0,0.91,"Store Brand 50",50,0.0008715
10,56,13,15,14571,1.69,0,0.88,"Store Brand 50",50,0.0012288
10,56,14,1,15822,1.69,0,0.96,"Store Brand 50",50,0.0024388
10,56,15,1,14804,1.91,0,0.91,"Store Brand 50",50,0.0031845
10,56,16,4,15473,1.69,0,0.83,"Store Brand 50",50,0.0020027
10,56,17,10,15367,1.69,0,0.83,"Store Brand 50",50,0.002704
10,56,18,9,15114,1.69,0,0.86,"Store Brand 50",50,0.0014441
10,56,19,8,15420,1.69,0,0.89,"Store Brand 50",50,0.0023698
10,56,2,13,13962,1.8,0,0.9,"Store Brand 50",50,0.0027159
10,56,20,7,14988,1.69,0,0.91,"Store Brand 50",50,0.0014065
10,56,21,4,17073,1.69,0,0.92,"Store Brand 50",50,0.0013141
10,56,22,4,15211,1.69,0,0.92,"Store Brand 50",50,0.0028553
10,56,23,8,14821,1.69,0,0.92,"Store Brand 50",50,0.0015401
10,56,24,5,15238,1.69,0,0.92,"Store Brand 50",50,0.0011839
10,56,25,5,15238,1.69,0,0.92,"Store Brand 50",50,0.0008769
10,56,26,5,15238,1.69,0,0.92,"Store Brand 50",50,0.0028498
10,56,27,7,14519,2.78,0,0.92,"Store Brand 50",50,0.0047817
10,56,28,7,14501,1.69,1,0.92,"Store Brand 50",50,0.0010212
10,56,29,5,15158,1.89,0,0.92,"Store Brand 50",50,0.0004904
10,56,3,6,13508,1.86,0,0.94,"Store Brand 50",50,0.0015785
10,56,30,6,15800,1.89,1,0.92,"Store Brand 50",50,0.0025014
10,56,31,5,14383,2.78,1,0.92,"Store Brand 50",50,0.003439
10,56,32,6,14278,2.78,0,0.92,"Store Brand 50",50,0.0047191
10,56,33,5,14787,2.78,0,0.92,"Store Brand 50",50,0.0023351
10,56,34,1,15444,2.78,0,0.92,"Store Brand 50",50,0.0009872
10,56,35,2,14552,2.78,0,0.92,"Store Brand 50",50,0.0010637
10,56,36,6,14394,1.99,0,0.92,"Store Brand 50",50,0.0026454
10,56,37,4,14712,1.99,0,0.92,"Store Brand 50",50,0.00304
10,56,38,2,15245,1.99,0,0.92,"Store Brand 50",50,0.0015448
10,56,39,2,14167,1.99,0,0.92,"Store Brand 50",50,0.0029326
10,56,4,13,13494,1.75,0,0.87,"Store Brand 50",50,0.0032538
10,56,40,3,13808,1.99,0,0.92,"Store Brand 50",50,0.0026207
10,56,41,3,18371,1.99,0,0.92,"Store Brand 50",50,0.0027302
10,56,42,3,13450,1.99,1,0.92,"Store Brand 50",50,0.0012308
10,56,43,3,15447,1.99,1,0.92,"Store Brand 50",50,0.003453
10,56,44,6,14684,1.99,0,0.92,"Store Brand 50",50,0.0020632
10,56,45,4,15661,1.69,0,0.92,"Store Brand 50",50,0.0023735
10,56,46,3,15350,1.69,0,0.92,"Store Brand 50",50,0.0022476
10,56,47,2,14171,1.69,1,0.92,"Store Brand 50",50,0.0004442
10,56,48,7,15002,1.69,1,0.92,"Store Brand 50",50,4.38e-05
10,56,5,9,13696,1.73,0,0.86,"Store Brand 50",50,0.0001401
10,56,6,10,14489,1.73,0,0.86,"Store Brand 50",50,0.0017331
10,56,7,10,13630,1.77,0,0.88,"Store Brand 50",50,0.0007026
10,56,8,11,13966,1.76,0,0.88,"Store Brand 50",50,0.0010225
10,56,9,4,15681,1.74,0,0.86,"Store Brand 50",50,0.0010311
10,59,1,23,11980,1.8,0,0.92,"Store Brand 50",50,0.0027624
10,59,10,14,14163,1.64,0,0.89,"Store Brand 50",50,0.0013175
10,59,11,16,11777,1.63,0,0.89,"Store Brand 50",50,0.0008749
10,59,12,16,12567,1.65,0,0.91,"Store Brand 50",50,0.0024544
10,59,13,9,13421,1.59,0,0.83,"Store Brand 50",50,0.0009698
10,59,14,1,13858,1.91,0,0.91,"Store Brand 50",50,0.0022546
10,59,15,1,12654,1.91,0,0.91,"Store Brand 50",50,0.0003241
10,59,16,1,13334,1.91,0,0.91,"Store Brand 50",50,0.0013686
10,59,17,9,13583,1.59,0,0.83,"Store Brand 50",50,0.0003043
10,59,18,8,12846,1.67,0,0.9,"Store Brand 50",50,0.00105
10,59,19,8,13517,1.69,0,0.92,"Store Brand 50",50,0.0031147
10,59,2,21,11967,1.82,0,0.93,"Store Brand 50",50,0.0004701
10,59,20,8,13517,1.69,0,0.92,"Store Brand 50",50,0.0014503
10,59,21,8,13517,1.69,0,0.92,"Store Brand 50",50,0.0012703
10,59,22,8,13296,1.69,0,0.92,"Store Brand 50",50,0.0003064
10,59,23,8,13296,1.69,0,0.92,"Store Brand 50",50,0.0020224
10,59,24,6,14094,1.69,0,0.92,"Store Brand 50",50,0.002017
10,59,25,6,13039,1.69,0,0.92,"Store Brand 50",50,0.0031246
10,59,26,11,12949,2.78,0,0.92,"Store Brand 50",50,0.0038087
10,59,27,2,12705,2.78,0,0.92,"Store Brand 50",50,0.0015642
10,59,28,2,12705,2.78,0,0.92,"Store Brand 50",50,0.0002192
10,59,29,20,13185,1.89,0,0.92,"Store Brand 50",50,0.0028942
10,59,3,25,11105,1.78,0,0.91,"Store Brand 50",50,0.0018112
10,59,30,12,13514,1.89,1,0.92,"Store Brand 50",50,0.0027956
10,59,31,7,11554,2.78,1,0.92,"Store Brand 50",50,0.0015868
10,59,32,14,20673,2.78,0,0.92,"Store Brand 50",50,0.0029116
10,59,33,5,17452,2.78,0,0.92,"Store Brand 50",50,0.0005049
10,59,34,11,17746,2.78,0,0.92,"Store Brand 50",50,0.0044807
10,59,35,6,12952,2.78,0,0.92,"Store Brand 50",50,0.0026324
10,59,36,7,15164,1.99,0,0.92,"Store Brand 50",50,0.0029035
10,59,37,5,12312,1.99,0,0.92,"Store Brand 50",50,0.001394
10,59,38,6,14953,1.99,0,0.92,"Store Brand 50",50,0.0026786
10,59,39,1,13432,1.91,0,0.91,"Store Brand 50",50,0.0022676
10,59,4,13,12045,1.77,0,0.91,"Store Brand 50",50,0.0018097
10,59,40,3,12956,1.99,0,0.92,"Store Brand 50",50,0.0019495
10,59,41,6,19639,1.99,0,0.92,"Store Brand 50",50,0.0033477
10,59,42,3,11701,1.99,1,0.92,"Store Brand 50",50,0.0026744
10,59,43,6,16378,1.99,1,0.92,"Store Brand 50",50,0.0024204
10,59,44,1,15680,1.99,0,0.92,"Store Brand 50",50,0.0001033
10,59,45,4,16158,1.69,0,0.92,"Store Brand 50",50,0.0017157
10,59,46,3,16494,1.69,0,0.92,"Store Brand 50",50,0.0028176
10,59,47,9,13798,1.69,1,0.92,"Store Brand 50",50,0.0018644
10,59,48,5,16504,1.69,1,0.92,"Store Brand 50",50,0.0020284
10,59,5,13,12099,1.73,0,0.89,"Store Brand 50",50,0.0028682
10,59,6,23,12622,1.79,0,0.92,"Store Brand 50",50,0.0028947
10,59,7,15,11405,1.81,0,0.93,"Store Brand 50",50,0.002012
10,59,8,14,11821,1.8,0,0.92,"Store Brand 50",50,0.0006009
10,59,9,20,14546,1.86,0,0.95,"Store Brand 50",50,0.0004629
10,62,1,8,13839,1.79,0,0.9,"Store Brand 50",50,0.0008484
10,62,10,11,15615,1.69,0,0.92,"Store Brand 50",50,0.0011859
10,62,11,13,15814,1.69,0,0.92,"Store Brand 50",50,0.0011792
10,62,12,13,13894,1.69,0,0.85,"Store Brand 50",50,0.0016169
10,62,13,1,11398,1.91,0,0.91,"Store Brand 50",50,0.0017549
10,62,14,1,12884,1.91,0,0.91,"Store Brand 50",50,0.0005495
10,62,15,1,11384,1.91,0,0.91,"Store Brand 50",50,0.002382
10,62,16,4,12237,1.69,0,0.83,"Store Brand 50",50,0.0024508
10,62,17,10,14718,1.69,0,0.86,"Store Brand 50",50,0.0013406
10,62,18,22,15421,1.69,0,0.87,"Store Brand 50",50,0.0027551
10,62,19,8,15665,1.69,0,0.89,"Store Brand 50",50,4.38e-05
10,62,2,10,13493,1.81,0,0.91,"Store Brand 50",50,0.0033207
10,62,20,10,15380,1.69,0,0.9,"Store Brand 50",50,0.0019765
10,62,21,10,16637,1.69,0,0.87,"Store Brand 50",50,0.0001315
10,62,22,8,15481,1.69,0,0.92,"Store Brand 50",50,0.0029868
10,62,23,8,15539,1.69,0,0.92,"Store Brand 50",50,0.001847
10,62,24,6,15588,1.69,0,0.92,"Store Brand 50",50,0.0015346
10,62,25,6,15615,1.69,0,0.92,"Store Brand 50",50,0.0021485
10,62,26,6,15615,1.69,0,0.92,"Store Brand 50",50,0.0002885
10,62,27,9,14839,2.78,0,0.92,"Store Brand 50",50,0.0002164
10,62,28,12,14878,1.69,1,0.92,"Store Brand 50",50,0.0021018
10,62,29,7,15462,1.89,0,0.92,"Store Brand 50",50,0.002649
10,62,3,14,13471,1.83,0,0.92,"Store Brand 50",50,0.0001842
10,62,30,8,15595,1.89,1,0.92,"Store Brand 50",50,0.0021091
10,62,31,3,14728,2.78,1,0.92,"Store Brand 50",50,0.001154
10,62,32,4,15096,2.78,0,0.92,"Store Brand 50",50,0.0017575
10,62,33,7,14323,2.78,0,0.92,"Store Brand 50",50,0.0003606
10,62,34,2,14293,2.78,0,0.92,"Store Brand 50",50,0.0027678
10,62,35,6,13098,2.78,0,0.92,"Store Brand 50",50,0.0034258
10,62,36,2,13397,1.99,0,0.92,"Store Brand 50",50,0.0025421
10,62,37,4,13661,1.99,0,0.92,"Store Brand 50",50,0.0035563
10,62,38,1,14580,1.91,0,0.91,"Store Brand 50",50,0.0018029
10,62,39,6,13419,1.99,0,0.92,"Store Brand 50",50,0.0010842
10,62,4,11,13698,1.8,0,0.9,"Store Brand 50",50,0.0014366
10,62,40,1,12910,1.91,0,0.91,"Store Brand 50",50,0.0013857
10,62,41,1,16963,1.99,0,0.92,"Store Brand 50",50,0.0021643
10,62,42,5,12514,1.99,1,0.92,"Store Brand 50",50,0.0016439
10,62,43,3,14229,1.99,1,0.92,"Store Brand 50",50,0.0028851
10,62,44,1,13972,1.99,0,0.92,"Store Brand 50",50,0.0031432
10,62,45,3,14668,1.69,0,0.92,"Store Brand 50",50,0.0008388
10,62,46,2,13545,1.69,0,0.92,"Store Brand 50",50,0.0024669
10,62,47,3,12731,1.69,1,0.92,"Store Brand 50",50,0.0002631
10,62,48,5,13874,1.69,1,0.92,"Store Brand 50",50,0.0021599
10,62,5,12,14141,1.79,0,0.9,"Store Brand 50",50,0.0008938
10,62,6,10,10334,1.83,0,0.92,"Store Brand 50",50,0.002244
10,62,7,7,14099,1.83,0,0.92,"Store Brand 50",50,0.0027574
10,62,8,12,11408,1.81,0,0.91,"Store Brand 50",50,0.0031676
10,62,9,16,15522,1.82,0,0.91,"Store Brand 50",50,0.0025273
10,64,1,14,12494,1.78,0,0.89,"Store Brand 50",50,0.0015056
10,64,10,15,13620,1.69,0,0.9,"Store Brand 50",50,0.0020722
10,64,11,10,12349,1.69,0,0.89,"Store Brand 50",50,0.0019713
10,64,12,11,12926,1.69,0,0.92,"Store Brand 50",50,0.0027164
10,64,13,6,12638,1.69,0,0.83,"Store Brand 50",50,0.0022097
10,64,14,1,14107,1.91,0,0.91,"Store Brand 50",50,0.0009971
10,64,15,1,12698,1.91,0,0.91,"Store Brand 50",50,0.0006538
10,64,16,1,13183,1.91,0,0.91,"Store Brand 50",50,0.0022258
10,64,17,1,13106,1.69,0,0.96,"Store Brand 50",50,0.0003456
10,64,18,10,13296,1.69,0,0.92,"Store Brand 50",50,0.0014003
10,64,19,6,13367,1.69,0,0.92,"Store Brand 50",50,0.0029393
10,64,2,13,12573,1.8,0,0.9,"Store Brand 50",50,0.0018237
10,64,20,9,13039,1.69,0,0.92,"Store Brand 50",50,0.0003062
10,64,21,4,15213,1.69,0,0.92,"Store Brand 50",50,0.0009195
10,64,22,12,13012,1.69,0,0.92,"Store Brand 50",50,0.0008326
10,64,23,6,13107,1.69,0,0.92,"Store Brand 50",50,0.0029432
10,64,24,6,13052,1.69,0,0.92,"Store Brand 50",50,0.0030312
10,64,25,7,13137,1.69,0,0.92,"Store Brand 50",50,0.0002192
10,64,26,8,12953,2.78,0,0.92,"Store Brand 50",50,0.0027055
10,64,27,7,12845,2.78,0,0.92,"Store Brand 50",50,0.0026461
10,64,28,15,13228,1.69,1,0.92,"Store Brand 50",50,0.0001754
10,64,29,11,13357,1.89,0,0.92,"Store Brand 50",50,0.003336
10,64,3,13,12151,1.77,0,0.88,"Store Brand 50",50,0.0004138
10,64,30,13,14738,1.89,1,0.92,"Store Brand 50",50,0.0022071
10,64,31,11,12138,2.78,1,0.92,"Store Brand 50",50,0.0015147
10,64,32,7,12409,2.78,0,0.92,"Store Brand 50",50,0.0012526
10,64,33,13,12830,2.78,0,0.92,"Store Brand 50",50,0.0035386
10,64,34,14,13574,2.78,0,0.92,"Store Brand 50",50,0.0018527
10,64,35,6,12437,2.78,0,0.92,"Store Brand 50",50,0.0036422
10,64,36,2,12323,1.99,0,0.92,"Store Brand 50",50,0.0007929
10,64,37,3,12360,1.99,0,0.92,"Store Brand 50",50,0.002629
10,64,38,2,13443,1.99,0,0.92,"Store Brand 50",50,0.0030916
10,64,39,9,12410,1.99,0,0.92,"Store Brand 50",50,0.0011875
10,64,4,9,12096,1.87,0,0.95,"Store Brand 50",50,0.0001871
10,64,40,5,12087,1.99,0,0.92,"Store Brand 50",50,0.002724
10,64,41,4,15580,1.99,0,0.92,"Store Brand 50",50,0.0012908
10,64,42,6,11971,1.99,1,0.92,"Store Brand 50",50,0.0003573
10,64,43,8,13397,1.99,1,0.92,"Store Brand 50",50,0.0015427
10,64,44,8,13138,1.99,0,0.92,"Store Brand 50",50,0.000824
10,64,45,6,13838,1.69,0,0.92,"Store Brand 50",50,0.0029053
10,64,46,2,13658,1.69,0,0.92,"Store Brand 50",50,0.0010523
10,64,47,4,12684,1.69,1,0.92,"Store Brand 50",50,4.38e-05
10,64,48,5,12737,1.69,1,0.92,"Store Brand 50",50,0.000795
10,64,5,12,12217,1.82,0,0.92,"Store Brand 50",50,0.0007511
10,64,6,11,12932,1.78,0,0.89,"Store Brand 50",50,0.0004232
10,64,7,7,12450,1.8,0,0.9,"Store Brand 50",50,0.0002332
10,64,8,14,12251,1.83,0,0.92,"Store Brand 50",50,0.0033518
10,64,9,14,12251,1.83,0,0.92,"Store Brand 50",50,0.0027631
10,67,1,8,14659,1.82,0,0.91,"Store Brand 50",50,0.0018341
10,67,10,11,14628,1.69,0,0.91,"Store Brand 50",50,0.0022476
10,67,11,13,13326,1.69,0,0.9,"Store Brand 50",50,0.0010049
10,67,12,10,13998,1.69,0,0.89,"Store Brand 50",50,0.0012661
10,67,13,7,13849,1.69,0,0.96,"Store Brand 50",50,0.0001811
10,67,14,1,14908,1.91,0,0.91,"Store Brand 50",50,0.0003627
10,67,15,1,13883,1.91,0,0.91,"Store Brand 50",50,0.0032341
10,67,16,6,13885,1.69,0,0.83,"Store Brand 50",50,0.0009652
10,67,17,6,13885,1.69,0,0.83,"Store Brand 50",50,0.0025725
10,67,18,8,14076,1.69,0,0.84,"Store Brand 50",50,0.0019677
10,67,19,4,14135,1.69,0,0.85,"Store Brand 50",50,0.0006131
10,67,2,10,14460,1.77,0,0.88,"Store Brand 50",50,0.001221
10,67,20,3,13679,1.69,0,0.89,"Store Brand 50",50,0.001845
10,67,21,9,15205,1.69,0,0.9,"Store Brand 50",50,0.0031606
10,67,22,9,13713,1.69,0,0.92,"Store Brand 50",50,0.0016218
10,67,23,10,13970,1.69,0,0.92,"Store Brand 50",50,0.0005757
10,67,24,2,13917,1.69,0,0.92,"Store Brand 50",50,0.0017977
10,67,25,4,14025,1.69,0,0.92,"Store Brand 50",50,0.0001754
10,67,26,5,13931,2.78,0,0.92,"Store Brand 50",50,0.0048655
10,67,27,9,13696,2.78,0,0.92,"Store Brand 50",50,0.0006491
10,67,28,7,13885,1.69,1,0.92,"Store Brand 50",50,0.0018387
10,67,29,14,14267,1.89,0,0.92,"Store Brand 50",50,0.0033851
10,67,3,12,14210,1.84,0,0.93,"Store Brand 50",50,0.003027
10,67,30,1,14512,1.89,1,0.92,"Store Brand 50",50,0.0023052
10,67,31,6,13760,2.78,1,0.92,"Store Brand 50",50,0.0046195
10,67,32,4,13377,2.78,0,0.92,"Store Brand 50",50,0.0022624
10,67,33,5,14088,2.78,0,0.92,"Store Brand 50",50,0.0009377
10,67,34,2,15181,2.78,0,0.92,"Store Brand 50",50,0.0012036
10,67,35,1,14118,2.78,0,0.92,"Store Brand 50",50,0.0009916
10,67,36,3,14963,1.99,0,0.92,"Store Brand 50",50,0.0032112
10,67,37,3,15824,1.99,0,0.92,"Store Brand 50",50,0.0032465
10,67,38,3,15424,1.99,0,0.92,"Store Brand 50",50,0.0013899
10,67,39,5,14527,1.99,0,0.92,"Store Brand 50",50,0.0001033
10,67,4,15,14059,1.81,0,0.91,"Store Brand 50",50,9.34e-05
10,67,40,3,13922,1.99,0,0.92,"Store Brand 50",50,0.0006175
10,67,41,5,18389,1.99,0,0.92,"Store Brand 50",50,0
10,67,42,2,13111,1.99,1,0.92,"Store Brand 50",50,0.0018504
10,67,43,6,16328,1.99,1,0.92,"Store Brand 50",50,0.0002044
10,67,44,2,15944,1.99,0,0.92,"Store Brand 50",50,5.16e-05
10,67,45,5,16543,1.69,0,0.92,"Store Brand 50",50,0.0020665
10,67,46,4,15428,1.69,0,0.92,"Store Brand 50",50,0.0030807
10,67,47,3,14320,1.69,1,0.92,"Store Brand 50",50,0.0005319
10,67,48,2,15270,1.69,1,0.92,"Store Brand 50",50,0.0014145
10,67,5,11,16406,1.85,0,0.94,"Store Brand 50",50,0.0014568
10,67,6,15,15427,1.84,0,0.93,"Store Brand 50",50,0.0020546
10,67,7,10,14414,1.77,0,0.88,"Store Brand 50",50,0.0022432
10,67,8,7,14569,1.75,0,0.87,"Store Brand 50",50,0.0015788
10,67,9,16,16033,1.82,0,0.91,"Store Brand 50",50,0.0030898
10,68,1,7,18117,1.83,0,0.92,"Store Brand 50",50,0.0026204
10,68,10,8,18403,1.69,0,0.89,"Store Brand 50",50,0.001936
10,68,11,8,18403,1.69,0,0.89,"Store Brand 50",50,0.0006569
10,68,12,8,18274,1.69,0,0.93,"Store Brand 50",50,0.0025849
10,68,13,5,18483,1.69,0,0.88,"Store Brand 50",50,0.0012726
10,68,14,1,20220,1.91,0,0.91,"Store Brand 50",50,0.0019825
10,68,15,1,18581,1.91,0,0.91,"Store Brand 50",50,0.001077
10,68,16,1,19099,1.69,0,0.83,"Store Brand 50",50,0.0019589
10,68,17,4,19152,1.69,0,0.83,"Store Brand 50",50,0.0008217
10,68,18,8,18704,1.69,0,0.89,"Store Brand 50",50,0.0001315
10,68,19,6,18587,1.69,0,0.89,"Store Brand 50",50,0.0001754
10,68,2,11,17413,1.82,0,0.91,"Store Brand 50",50,0.0007044
10,68,20,3,18906,1.69,0,0.86,"Store Brand 50",50,0.0016257
10,68,21,13,21374,1.69,0,0.92,"Store Brand 50",50,0.0003946
10,68,22,3,19340,1.69,0,0.92,"Store Brand 50",50,0.0025922
10,68,23,7,18820,1.69,0,0.92,"Store Brand 50",50,0.0028117
10,68,24,9,19431,1.69,0,0.92,"Store Brand 50",50,0.0028996
10,68,25,6,18794,1.69,0,0.92,"Store Brand 50",50,0.0026365
10,68,26,3,18826,2.78,0,0.92,"Store Brand 50",50,0.0019404
10,68,27,4,18106,2.78,0,0.92,"Store Brand 50",50,0.0041608
10,68,28,10,18562,1.69,1,0.92,"Store Brand 50",50,0.0003352
10,68,29,9,19116,1.89,0,0.92,"Store Brand 50",50,0.0021581
10,68,3,5,16065,1.81,0,0.91,"Store Brand 50",50,0.0018574
10,68,30,2,20004,1.89,1,0.92,"Store Brand 50",50,0.0024523
10,68,31,3,18040,2.78,1,0.92,"Store Brand 50",50,0.0049802
10,68,32,3,18040,2.78,1,0.92,"Store Brand 50",50,0.0048634
10,68,33,4,18731,2.78,0,0.92,"Store Brand 50",50,0.0048413
10,68,34,1,19677,2.78,0,0.92,"Store Brand 50",50,0.0023351
10,68,35,7,18361,2.78,0,0.92,"Store Brand 50",50,0.0007031
10,68,36,1,18575,1.99,0,0.92,"Store Brand 50",50,0.0034673
10,68,37,1,18075,1.99,0,0.92,"Store Brand 50",50,0.0036079
10,68,38,1,19666,1.99,0,0.92,"Store Brand 50",50,0.0018525
10,68,39,1,17325,1.91,0,0.91,"Store Brand 50",50,0.0027281
10,68,4,9,16793,1.73,0,0.86,"Store Brand 50",50,0.001669
10,68,40,1,16246,1.91,0,0.91,"Store Brand 50",50,0.0017451
10,68,41,4,21851,1.99,0,0.92,"Store Brand 50",50,0.001394
10,68,42,2,14388,1.99,1,0.92,"Store Brand 50",50,0.0009748
10,68,43,4,20696,1.99,1,0.92,"Store Brand 50",50,0.0021106
10,68,44,2,18920,1.99,0,0.92,"Store Brand 50",50,0.0029388
10,68,45,3,19570,1.69,0,0.92,"Store Brand 50",50,0.0015404
10,68,46,1,17246,1.69,0,0.92,"Store Brand 50",50,0.0022915
10,68,47,1,17435,1.69,1,0.92,"Store Brand 50",50,0.0020836
10,68,48,6,19235,1.69,1,0.92,"Store Brand 50",50,0.0022038
10,68,5,9,17418,1.78,0,0.89,"Store Brand 50",50,0.0031938
10,68,6,6,17851,1.76,0,0.87,"Store Brand 50",50,0.0025263
10,68,7,13,17647,1.83,0,0.92,"Store Brand 50",50,0.0018237
10,68,8,15,17671,1.8,0,0.9,"Store Brand 50",50,0.0024134
10,68,9,6,16478,1.76,0,0.87,"Store Brand 50",50,0.0012163
10,70,1,19,22806,1.75,0,0.9,"Store Brand 50",50,0.0021604
10,70,10,24,25006,1.78,0,0.91,"Store Brand 50",50,0.0017604
10,70,11,22,20394,1.65,0,0.91,"Store Brand 50",50,0.002059
10,70,12,23,22039,1.66,0,0.92,"Store Brand 50",50,8.77e-05
10,70,13,4,22777,1.69,0,0.96,"Store Brand 50",50,0.0003126
10,70,14,1,24575,1.91,0,0.91,"Store Brand 50",50,0.0014908
10,70,15,1,22190,1.91,0,0.91,"Store Brand 50",50,0.0028547
10,70,16,1,22190,1.91,0,0.91,"Store Brand 50",50,0.0015471
10,70,17,27,22668,1.63,0,0.89,"Store Brand 50",50,0.001516
10,70,18,18,22172,1.65,0,0.89,"Store Brand 50",50,0.000788
10,70,19,11,24495,1.69,0,0.92,"Store Brand 50",50,0.0021506
10,70,2,19,21511,1.75,0,0.9,"Store Brand 50",50,0.0021075
10,70,20,11,23183,1.69,0,0.92,"Store Brand 50",50,0.0022834
10,70,21,20,29678,1.69,0,0.92,"Store Brand 50",50,0.0011826
10,70,22,18,23354,1.69,0,0.92,"Store Brand 50",50,0.0026799
10,70,23,22,23337,1.69,0,0.92,"Store Brand 50",50,4.38e-05
10,70,24,14,24441,1.69,0,0.92,"Store Brand 50",50,0.0018854
10,70,25,19,22680,1.69,0,0.92,"Store Brand 50",50,0.0021047
10,70,26,15,22953,2.78,0,0.92,"Store Brand 50",50,0.001386
10,70,27,16,21947,2.78,0,0.92,"Store Brand 50",50,0.0039444
10,70,28,25,23121,1.69,1,0.92,"Store Brand 50",50,0.001181
10,70,29,15,23704,1.89,0,0.92,"Store Brand 50",50,0.0002452
10,70,3,19,20593,1.8,0,0.92,"Store Brand 50",50,0.0019044
10,70,30,8,24412,1.89,1,0.92,"Store Brand 50",50,0.0032369
10,70,31,10,21154,2.78,1,0.92,"Store Brand 50",50,0.0051244
10,70,32,5,21333,2.78,0,0.92,"Store Brand 50",50,0.0030558
10,70,33,12,22611,2.78,0,0.92,"Store Brand 50",50,0.0043365
10,70,34,1,25138,1.91,0,0.91,"Store Brand 50",50,0.0028399
10,70,35,6,21720,2.78,0,0.92,"Store Brand 50",50,0.0014244
10,70,36,5,21760,1.99,0,0.92,"Store Brand 50",50,0.000638
10,70,37,8,22151,1.99,0,0.92,"Store Brand 50",50,0.003453
10,70,38,5,22509,1.99,0,0.92,"Store Brand 50",50,0.0004647
10,70,39,5,21094,1.99,0,0.92,"Store Brand 50",50,0.0007745
10,70,4,19,21392,1.8,0,0.92,"Store Brand 50",50,0.0001404
10,70,40,2,20442,1.99,0,0.92,"Store Brand 50",50,0.0030812
10,70,41,5,31674,1.99,0,0.92,"Store Brand 50",50,0.0025753
10,70,42,1,18871,1.91,0,0.91,"Store Brand 50",50,0.0003077
10,70,43,7,25362,1.99,1,0.92,"Store Brand 50",50,0.0033498
10,70,44,5,22509,1.99,0,0.92,"Store Brand 50",50,0.0006175
10,70,45,6,24198,1.69,0,0.92,"Store Brand 50",50,0.0022858
10,70,46,4,24623,1.69,0,0.92,"Store Brand 50",50,0.0018911
10,70,47,5,21504,1.69,1,0.92,"Store Brand 50",50,0.0029606
10,70,48,10,23328,1.69,1,0.92,"Store Brand 50",50,0.0004442
10,70,5,19,21392,1.8,0,0.92,"Store Brand 50",50,0.0023981
10,70,6,14,22583,1.74,0,0.9,"Store Brand 50",50,0.001778
10,70,7,20,21896,1.77,0,0.91,"Store Brand 50",50,0.0028996
10,70,8,25,21630,1.77,0,0.91,"Store Brand 50",50,0
10,70,9,24,25006,1.78,0,0.91,"Store Brand 50",50,0.0028106
10,71,1,11,18624,1.8,0,0.9,"Store Brand 50",50,0.0011776
10,71,10,15,18857,1.69,0,0.88,"Store Brand 50",50,0.0028693
10,71,11,21,16212,1.69,0,0.92,"Store Brand 50",50,0.0002631
10,71,12,17,17593,1.69,0,0.86,"Store Brand 50",50,0.0004346
10,71,13,6,18262,1.69,0,0.89,"Store Brand 50",50,0.0029069
10,71,14,6,20848,1.69,0,0.83,"Store Brand 50",50,0.0021174
10,71,15,1,18538,1.69,0,0.83,"Store Brand 50",50,0.0018826
10,71,16,10,18794,1.69,0,0.83,"Store Brand 50",50,0.0001289
10,71,17,11,18942,1.69,0,0.89,"Store Brand 50",50,4.38e-05
10,71,18,10,17987,1.69,0,0.88,"Store Brand 50",50,0.0026674
10,71,19,9,18008,1.69,0,0.89,"Store Brand 50",50,0.001669
10,71,2,21,18059,1.82,0,0.92,"Store Brand 50",50,0.0024365
10,71,20,13,18319,1.69,0,0.87,"Store Brand 50",50,0.00035
10,71,21,16,22468,1.69,0,0.91,"Store Brand 50",50,0.0007441
10,71,22,12,18923,1.69,0,0.9,"Store Brand 50",50,0.0020164
10,71,23,9,17877,1.69,0,0.92,"Store Brand 50",50,0.0018032
10,71,24,10,18190,1.69,0,0.92,"Store Brand 50",50,0.0021924
10,71,25,14,17940,1.69,0,0.92,"Store Brand 50",50,0.0024116
10,71,26,4,17428,2.78,0,0.92,"Store Brand 50",50,0.0017466
10,71,27,6,16832,2.78,0,0.92,"Store Brand 50",50,0.0005049
10,71,28,12,17780,1.69,1,0.92,"Store Brand 50",50,0.0014441
10,71,29,6,18638,1.89,0,0.92,"Store Brand 50",50,0.0005394
10,71,3,15,16634,1.82,0,0.92,"Store Brand 50",50,0.0025551
10,71,30,11,19838,1.89,1,0.92,"Store Brand 50",50,0.0003928
10,71,31,9,16571,2.78,1,0.92,"Store Brand 50",50,0.0012262
10,71,32,7,16700,2.78,0,0.92,"Store Brand 50",50,0.001469
10,71,33,5,18851,2.78,0,0.92,"Store Brand 50",50,0.0045528
10,71,34,8,20430,2.78,0,0.92,"Store Brand 50",50,0.0044086
10,71,35,8,18081,2.78,0,0.92,"Store Brand 50",50,0.0046068
10,71,36,3,18730,1.99,0,0.92,"Store Brand 50",50,0.0027486
10,71,37,12,17955,1.99,0,0.92,"Store Brand 50",50,0.0005163
10,71,38,3,19528,1.99,0,0.92,"Store Brand 50",50,0.0029884
